model,display_freq,battery,price,ram,size,camera_res
Sony Model 523,90,4974,34532,6,5.57,57.3
Google Model 524,120,3428,27927,3,6.88,58.9
Apple Model 525,113,3660,37264,5,5.91,17.2
Asus Model 526,91,3179,35298,16,4.64,22.8
Apple Model 527,138,3083,18049,10,5.0,94.7
Asus Model 528,124,3722,11667,9,6.77,105.7
Samsung Model 529,116,4047,30768,12,7.15,72.5
Huawei Model 530,123,4735,26488,6,6.83,46.7
Samsung Model 531,143,3464,31096,7,6.8,78.4
Apple Model 532,120,4671,37933,11,5.58,94.4
Sony Model 533,73,4177,10119,16,6.01,26.4
Samsung Model 534,93,4923,30489,16,6.6,66.1
Asus Model 535,78,4179,35972,4,5.1,58.1
OnePlus Model 536,78,5365,15849,9,6.8,58.8
Oppo Model 537,65,5696,18863,12,5.65,71.0
Google Model 538,95,5772,8744,5,6.43,60.4
Nokia Model 539,104,5707,31683,14,5.44,73.3
Motorola Model 540,110,3202,10749,8,6.62,25.7
Google Model 541,100,3468,35943,6,5.54,71.5
Huawei Model 542,74,3785,7471,4,5.55,100.2
Nokia Model 543,121,3466,33040,12,5.27,78.7
Google Model 544,108,3044,17002,8,4.61,106.4
Asus Model 545,120,5968,18597,14,5.99,52.8
Realme Model 546,80,4351,23167,7,6.42,89.3
Samsung Model 547,105,5973,4257,11,6.56,100.5
Oppo Model 548,118,3549,16597,6,5.14,39.2
Asus Model 549,126,4215,22476,4,5.33,82.9
Sony Model 550,60,5601,7182,4,7.2,12.8
Asus Model 551,139,5266,38343,7,6.36,37.9
Nokia Model 552,77,5125,14306,11,5.82,24.8
Apple Model 553,74,5172,36585,12,4.9,87.4
Xiaomi Model 554,72,3767,37988,3,5.6,41.1
Realme Model 555,102,4331,23415,16,4.77,56.8
Asus Model 556,71,3986,12272,16,5.23,106.0
Realme Model 557,132,4653,35271,16,5.22,53.8
Nokia Model 558,95,5557,7815,13,4.79,104.3
OnePlus Model 559,79,4678,28490,9,6.56,93.3
Xiaomi Model 560,144,3276,16653,15,5.29,30.0
OnePlus Model 561,121,3608,27398,6,5.6,62.4
Samsung Model 562,141,5496,24393,16,7.01,50.2
Samsung Model 563,62,4611,22276,14,5.54,56.2
Google Model 564,98,4585,19124,6,5.22,71.0
OnePlus Model 565,84,3049,21259,3,6.08,74.9
OnePlus Model 566,92,5335,29163,5,6.27,105.2
Apple Model 567,138,4529,38459,5,4.74,30.3
Realme Model 568,107,3953,27006,12,5.04,95.1
Samsung Model 569,115,4785,23410,15,4.95,105.3
Huawei Model 570,134,4584,11724,8,4.97,76.5
Oppo Model 571,67,5683,32400,4,6.35,79.0
Xiaomi Model 572,61,5447,36938,5,5.21,82.5
Samsung Model 573,124,5991,15643,16,6.7,18.6
Asus Model 574,144,5068,26959,12,4.78,90.4
Asus Model 575,139,4706,33881,10,6.54,47.6
Samsung Model 576,60,4721,4516,6,6.37,90.8
Realme Model 577,142,4138,13182,11,6.51,60.0
Google Model 578,142,3757,28721,3,6.76,106.8
Samsung Model 579,142,4172,25300,9,7.15,56.9
Apple Model 580,63,3608,26749,14,5.57,59.1
Huawei Model 581,68,4030,6100,5,6.93,98.1
OnePlus Model 582,108,5934,16780,3,4.84,67.7
OnePlus Model 583,67,4561,23096,12,5.15,104.2
Realme Model 584,76,5964,20866,14,5.38,19.4
Apple Model 585,95,3124,19364,6,4.75,19.7
Samsung Model 586,99,4283,19939,3,5.98,68.8
Motorola Model 587,134,4471,3966,5,4.67,49.2
Samsung Model 588,75,3294,22146,6,5.99,81.8
Huawei Model 589,133,4865,23659,10,5.31,58.5
Samsung Model 590,121,3186,10016,6,7.14,49.5
Google Model 591,105,5542,25135,16,4.53,68.9
Motorola Model 592,109,4693,12304,14,5.4,99.6
Samsung Model 593,106,3855,27756,14,6.67,75.9
Realme Model 594,140,3582,11097,7,4.61,43.5
Motorola Model 595,81,3186,32349,5,7.01,63.3
Apple Model 596,99,5922,19092,13,6.08,34.7
Xiaomi Model 597,72,4817,16983,6,5.19,91.1
OnePlus Model 598,115,5071,8234,7,4.72,82.8
Xiaomi Model 599,109,4735,3299,5,6.13,13.7
Oppo Model 600,92,5701,38862,4,4.63,41.3
Nokia Model 601,73,4163,18853,13,5.18,43.2
Realme Model 602,142,3864,25268,3,6.61,16.1
Xiaomi Model 603,116,5709,29332,3,5.82,48.7
OnePlus Model 604,100,5441,14963,4,6.38,75.8
Realme Model 605,128,4807,26434,4,5.1,47.9
Google Model 606,124,4051,11809,7,5.46,9.1
Oppo Model 607,107,3100,14289,9,4.91,25.0
Apple Model 608,138,3540,17771,6,4.9,98.2
Apple Model 609,75,5703,3155,10,6.91,81.8
Realme Model 610,134,4626,29911,15,5.56,58.0
Oppo Model 611,73,3368,20133,12,5.71,34.5
Google Model 612,126,3451,16707,14,6.77,104.3
Xiaomi Model 613,135,3454,3725,16,6.3,19.0
Sony Model 614,92,3599,3167,16,5.38,76.0
OnePlus Model 615,115,3865,31342,4,7.13,78.6
Xiaomi Model 616,135,3289,20861,4,7.09,95.4
Oppo Model 617,126,5933,39036,14,6.34,71.7
Sony Model 618,138,4600,6579,12,6.68,92.0
Asus Model 619,94,4963,34978,8,4.96,57.9
Oppo Model 620,81,4321,22127,7,5.94,60.8
Motorola Model 621,129,3158,19981,4,6.13,13.1
Google Model 622,142,3160,14704,7,5.56,93.3
Asus Model 623,143,5580,38225,3,6.25,105.4
Oppo Model 624,132,3515,29900,13,5.81,50.5
Motorola Model 625,121,3947,10105,16,6.69,104.5
Huawei Model 626,99,3721,19206,4,5.97,30.7
Oppo Model 627,133,5327,10230,14,6.22,55.7
Realme Model 628,128,4758,13439,10,6.23,75.5
Apple Model 629,96,5845,24347,16,5.8,12.9
Samsung Model 630,123,4482,4822,13,6.06,12.8
Motorola Model 631,105,4761,6558,4,6.3,93.7
Realme Model 632,117,5372,18634,4,4.64,26.8
Huawei Model 633,142,5981,30393,9,4.55,67.0
Motorola Model 634,93,4938,34101,16,5.47,48.3
Samsung Model 635,129,3266,32337,8,5.46,36.2
Oppo Model 636,109,4059,6878,14,5.64,10.0
Realme Model 637,72,4921,26534,3,4.57,51.1
Asus Model 638,64,4202,14557,12,7.17,62.9
Asus Model 639,137,3777,7048,13,5.17,41.1
Asus Model 640,104,5454,19794,4,6.99,71.5
Huawei Model 641,124,5221,12986,4,6.05,79.3
Oppo Model 642,74,5273,32348,14,5.78,74.3
OnePlus Model 643,93,4602,35645,3,4.81,29.4
Realme Model 644,67,5636,34755,15,5.19,47.3
Realme Model 645,123,5390,28380,9,5.46,11.2
Sony Model 646,65,4573,34665,6,4.53,83.5
Asus Model 647,91,5917,11024,14,6.72,37.3
Apple Model 648,139,3055,22969,8,7.08,40.2
Realme Model 649,122,4335,9103,16,4.77,90.7
Samsung Model 650,81,3892,30113,4,7.17,103.1
Oppo Model 651,130,4463,38432,14,5.31,71.1
Realme Model 652,81,5283,16959,6,5.3,46.1
Sony Model 653,144,5537,35831,7,4.61,87.2
Motorola Model 654,110,4025,18584,12,5.1,24.8
Oppo Model 655,82,3192,29979,11,6.46,104.8
OnePlus Model 656,92,5279,14937,16,5.63,86.4
Asus Model 657,76,5051,19288,3,5.64,101.0
Realme Model 658,142,4456,35378,3,7.13,67.0
Apple Model 659,129,5375,15640,12,4.59,13.7
Realme Model 660,62,3589,4083,7,5.46,15.4
Realme Model 661,69,4835,19369,13,6.4,38.6
Oppo Model 662,87,3234,34882,7,6.45,38.6
Asus Model 663,77,3825,16590,10,4.87,42.5
Nokia Model 664,113,5624,14628,6,5.19,95.4
Asus Model 665,143,5340,9898,16,6.79,11.5
Xiaomi Model 666,113,5365,16221,13,6.41,58.0
Huawei Model 667,104,3250,4152,10,5.37,41.7
Realme Model 668,122,5672,37116,4,4.82,67.2
Apple Model 669,136,4826,13180,14,6.59,25.0
Oppo Model 670,143,4472,6951,13,6.8,90.9
Realme Model 671,86,4928,14675,6,4.68,89.4
Google Model 672,144,4090,25223,14,6.6,18.1
Nokia Model 673,90,3722,23856,14,6.42,106.8
Motorola Model 674,106,3087,25755,11,5.76,105.1
OnePlus Model 675,74,5643,16512,6,6.61,47.9
Realme Model 676,65,3464,4855,13,5.26,77.6
Huawei Model 677,138,3694,31912,7,5.96,58.8
Huawei Model 678,72,4739,3051,6,5.69,107.1
Google Model 679,95,3253,12042,8,6.27,97.4
Realme Model 680,122,5735,7200,3,4.56,89.3
Samsung Model 681,134,5526,38422,13,6.81,20.4
Apple Model 682,132,3148,26445,14,4.71,46.6
Sony Model 683,138,3484,33696,13,6.99,99.9
Oppo Model 684,119,4311,30534,11,7.17,64.3
OnePlus Model 685,128,3553,34373,12,6.44,99.6
OnePlus Model 686,72,5094,23071,11,4.62,80.3
Google Model 687,133,5634,24530,8,4.53,60.1
Xiaomi Model 688,107,5132,19920,10,6.6,36.0
Motorola Model 689,126,3296,32771,13,6.25,83.7
Samsung Model 690,85,5448,11952,8,6.49,106.9
Xiaomi Model 691,66,5285,24581,13,6.95,28.4
Motorola Model 692,105,5987,6228,13,5.41,22.6
Xiaomi Model 693,93,5623,15408,6,4.84,61.8
Huawei Model 694,75,5463,19627,9,4.81,66.4
Nokia Model 695,106,3662,5884,10,4.59,64.6
Oppo Model 696,140,3676,21096,6,6.93,75.0
Huawei Model 697,96,4049,37905,14,4.57,84.3
Samsung Model 698,88,3690,4482,14,6.98,66.3
Nokia Model 699,103,3860,34678,3,4.54,18.1
Apple Model 700,76,4451,38269,3,5.02,17.4
Google Model 701,80,3003,23421,6,6.39,93.0
Realme Model 702,103,5711,39776,9,4.74,64.0
Realme Model 703,62,3285,7989,10,6.43,41.4
Nokia Model 704,144,4776,26141,14,4.78,81.4
Oppo Model 705,73,3300,39733,12,5.87,39.1
Asus Model 706,134,4623,7230,7,5.51,49.1
Oppo Model 707,137,3561,37181,9,6.69,16.8
Xiaomi Model 708,68,5842,39919,15,6.24,25.2
OnePlus Model 709,87,5597,19701,11,5.96,51.7
Motorola Model 710,66,3175,8903,12,5.33,50.3
Xiaomi Model 711,70,3594,24703,14,5.05,107.3
Nokia Model 712,140,3674,18158,12,6.01,45.9
Nokia Model 713,140,4050,25668,15,5.01,60.6
Xiaomi Model 714,91,3463,21744,10,6.28,59.0
Realme Model 715,136,3314,32237,16,7.17,102.8
Google Model 716,101,5219,28618,7,6.92,79.5
Nokia Model 717,70,5602,27195,7,4.67,70.8
Xiaomi Model 718,69,5199,13641,4,5.03,41.9
OnePlus Model 719,89,5004,20959,14,6.72,60.7
Sony Model 720,72,3308,25512,5,6.11,47.6
OnePlus Model 721,106,3943,26845,9,6.17,106.1
Samsung Model 722,64,4164,31396,12,5.9,101.0
Google Model 723,108,3024,15692,3,4.77,25.3
Realme Model 724,105,3100,35399,7,4.59,90.7
Apple Model 725,111,4725,19596,3,5.32,101.7
Samsung Model 726,67,4567,14207,3,4.59,15.2
Samsung Model 727,85,4556,21916,12,4.82,60.1
Huawei Model 728,110,5111,32778,15,6.5,38.4
Sony Model 729,124,5120,35875,5,6.14,25.2
Asus Model 730,100,3392,29461,16,6.43,75.7
OnePlus Model 731,80,3692,5858,6,6.87,56.5
Samsung Model 732,95,5839,35404,15,5.9,71.7
Realme Model 733,104,4515,35083,16,4.62,90.2
Xiaomi Model 734,77,4369,31483,5,5.94,62.6
Realme Model 735,87,5945,17327,3,4.54,25.2
Oppo Model 736,101,5171,6031,8,4.6,57.0
Oppo Model 737,75,5232,18310,12,6.33,33.0
Apple Model 738,124,5325,36810,15,4.86,107.0
Motorola Model 739,83,5443,8489,16,6.45,66.1
Motorola Model 740,98,4482,10971,6,6.72,96.4
Motorola Model 741,84,4426,6485,7,4.59,97.8
Realme Model 742,104,3037,8377,13,6.31,62.1
Motorola Model 743,142,5681,14432,10,5.96,78.4
Motorola Model 744,91,3942,38857,5,6.15,41.3
Realme Model 745,75,5527,28788,14,5.26,29.1
Sony Model 746,104,4053,16500,12,4.93,26.9
Motorola Model 747,107,3399,8186,7,5.44,80.7
Xiaomi Model 748,85,4465,19903,4,7.11,43.2
Apple Model 749,73,5043,27729,5,5.23,27.5
Xiaomi Model 750,83,3017,38692,14,5.99,48.2
Samsung Model 751,126,4819,28045,16,6.81,98.7
Motorola Model 752,67,4853,6410,15,4.85,82.2
Samsung Model 753,61,5712,21055,5,6.88,40.7
Oppo Model 754,117,3327,13885,16,5.87,95.3
Huawei Model 755,125,3564,35505,3,6.44,80.6
Apple Model 756,122,5414,34079,3,6.64,48.0
Motorola Model 757,67,3743,4830,11,6.7,85.7
Apple Model 758,117,3959,36544,11,6.38,91.0
Apple Model 759,86,5238,31869,12,6.08,47.3
Samsung Model 760,134,3387,36176,8,5.1,92.0
Xiaomi Model 761,135,4137,29307,7,5.37,95.6
Apple Model 762,116,3789,16157,7,6.09,30.1
Apple Model 763,114,3361,37788,12,6.5,37.8
Nokia Model 764,109,3112,19750,15,6.67,92.5
OnePlus Model 765,93,5756,39255,7,6.74,9.1
Realme Model 766,68,4491,34802,15,6.32,85.3
Oppo Model 767,77,5121,3461,8,4.65,76.2
Apple Model 768,111,3380,34865,3,5.7,67.5
Asus Model 769,93,3295,17551,11,4.61,46.0
Nokia Model 770,67,5784,27642,15,6.0,76.3
OnePlus Model 771,62,3200,8310,11,5.61,18.2
Apple Model 772,105,4308,33302,4,6.14,46.9
Asus Model 773,71,3682,36502,15,4.97,13.9
Samsung Model 774,109,5206,33031,5,5.74,39.3
Nokia Model 775,69,4301,24030,5,6.75,16.6
Huawei Model 776,143,3994,13751,6,4.7,78.3
Apple Model 777,69,4398,37222,13,4.76,73.0
Apple Model 778,131,5657,27877,4,6.45,16.9
Asus Model 779,89,4773,10234,4,5.8,15.1
Apple Model 780,120,4027,5425,3,7.1,90.1
OnePlus Model 781,127,4142,39866,7,4.61,11.5
Oppo Model 782,102,3185,34417,11,6.43,31.3
Xiaomi Model 783,136,5870,18404,9,6.25,54.9
Asus Model 784,62,5986,18460,9,7.07,94.5
Sony Model 785,70,3914,4336,6,5.11,18.9
Nokia Model 786,68,3127,35865,6,7.01,40.8
Nokia Model 787,75,4156,21071,15,6.22,33.4
Asus Model 788,77,4824,19859,3,4.95,90.4
Asus Model 789,126,3450,16159,10,5.61,34.8
Oppo Model 790,114,4931,35069,4,7.11,22.4
Xiaomi Model 791,69,3584,9958,15,4.63,96.4
Oppo Model 792,112,3156,24608,9,6.96,20.7
Xiaomi Model 793,80,3610,28392,13,5.49,60.6
Samsung Model 794,107,3642,21379,5,5.6,62.7
Huawei Model 795,119,4768,39250,3,6.93,87.2
Samsung Model 796,140,3353,23400,14,5.05,66.6
Google Model 797,118,4360,4114,15,6.75,77.4
Xiaomi Model 798,98,4285,37420,4,4.99,50.4
Google Model 799,83,4642,17462,4,4.66,81.4
Motorola Model 800,126,4163,10036,10,6.09,19.3
Motorola Model 801,83,4787,19451,12,6.27,100.4
OnePlus Model 802,143,5047,12643,11,6.48,26.3
Google Model 803,93,3260,39734,10,7.15,16.5
Oppo Model 804,69,4530,15840,7,5.47,24.5
Apple Model 805,136,5604,13332,11,6.82,98.3
Huawei Model 806,144,5964,13788,8,4.73,81.5
Realme Model 807,90,4415,24841,11,5.99,9.8
Nokia Model 808,68,5847,16353,16,5.18,11.2
Huawei Model 809,89,3942,31996,16,4.74,105.4
Oppo Model 810,104,3784,5504,16,6.66,23.0
Google Model 811,93,5938,23861,5,7.04,73.3
Oppo Model 812,127,3134,15503,10,4.62,97.3
Oppo Model 813,67,5423,6976,11,6.93,42.2
Xiaomi Model 814,66,3324,4715,3,5.93,10.3
Google Model 815,114,4566,37559,7,4.51,84.4
Asus Model 816,96,4426,5968,11,7.05,46.4
Huawei Model 817,107,5605,9467,11,4.52,45.3
Sony Model 818,69,4746,16131,6,5.89,17.8
Realme Model 819,119,3173,18284,5,6.76,86.8
Huawei Model 820,88,3559,25127,13,7.01,19.7
Oppo Model 821,87,4523,28195,6,6.02,91.6
Huawei Model 822,68,5362,20694,3,6.7,78.5
OnePlus Model 823,121,4003,15989,15,6.89,68.0
Oppo Model 824,96,4985,35168,13,7.07,101.7
Xiaomi Model 825,124,3312,28667,13,6.86,94.7
Oppo Model 826,100,3297,14245,12,5.19,32.4
Samsung Model 827,99,5708,19029,15,5.07,91.6
Xiaomi Model 828,99,4473,34875,16,6.56,46.5
Nokia Model 829,70,5101,35997,12,4.95,107.4
Sony Model 830,136,4541,30443,10,4.84,54.0
Xiaomi Model 831,93,4432,39306,10,5.7,51.2
Motorola Model 832,110,4658,24727,5,5.71,41.7
Oppo Model 833,129,3729,19962,7,6.24,49.5
Google Model 834,110,5130,36829,15,6.44,68.8
Sony Model 835,101,3979,6528,15,4.93,61.5
Motorola Model 836,71,3231,18629,9,5.64,62.9
Apple Model 837,80,4224,25885,12,6.59,62.1
Xiaomi Model 838,125,3699,13821,5,5.96,29.1
Xiaomi Model 839,140,5712,31933,9,5.52,9.8
Motorola Model 840,73,3526,17798,3,6.97,42.1
Nokia Model 841,135,4031,14499,6,5.72,64.5
OnePlus Model 842,100,4406,11619,5,5.13,18.6
OnePlus Model 843,75,4159,28612,5,4.95,99.4
OnePlus Model 844,70,5381,33986,3,5.75,79.9
Nokia Model 845,74,5159,30909,14,6.36,45.5
Xiaomi Model 846,80,3196,26572,14,6.14,79.5
Sony Model 847,116,5397,24528,14,4.79,102.8
Huawei Model 848,72,4354,23558,8,6.07,45.1
Motorola Model 849,103,5467,13490,13,5.26,106.1
Sony Model 850,99,4472,31987,10,5.83,38.0
Asus Model 851,62,3377,38977,9,4.86,59.7
Xiaomi Model 852,126,3293,28050,16,6.79,58.8
Nokia Model 853,105,3853,22943,9,6.2,100.5
OnePlus Model 854,123,3006,16202,3,5.02,49.9
Apple Model 855,102,5039,23030,15,4.64,103.1
Nokia Model 856,85,4151,23478,6,4.61,26.9
Sony Model 857,73,4273,28066,15,4.85,51.6
Apple Model 858,129,4168,5821,14,6.93,60.1
Huawei Model 859,108,3931,22860,10,5.68,41.3
OnePlus Model 860,118,4660,35499,5,5.28,40.7
Xiaomi Model 861,79,3748,3163,14,4.51,35.9
OnePlus Model 862,109,3943,21341,6,5.71,21.0
Samsung Model 863,98,3152,39370,12,6.37,43.3
Apple Model 864,129,3077,22646,7,7.12,44.8
Samsung Model 865,144,4972,7544,9,6.47,22.6
Google Model 866,119,4934,12287,12,4.7,93.3
Motorola Model 867,134,5517,11969,13,4.76,44.9
Motorola Model 868,62,5749,38411,9,4.97,102.5
Huawei Model 869,104,5097,34344,16,5.14,92.1
Sony Model 870,86,3550,16752,11,4.97,46.7
Oppo Model 871,130,4002,8994,8,6.59,35.0
Asus Model 872,74,3641,37286,7,6.21,43.8
Samsung Model 873,138,3380,22265,16,5.4,104.3
Realme Model 874,121,3949,30108,11,4.68,23.5
Oppo Model 875,134,3768,37909,8,5.71,74.3
Asus Model 876,64,5067,30110,10,5.98,58.0
Motorola Model 877,113,3384,9665,16,4.64,97.2
Apple Model 878,93,3366,15386,9,4.97,25.2
Realme Model 879,68,4309,38720,4,6.91,106.4
Huawei Model 880,128,5409,33260,6,4.57,100.2
Xiaomi Model 881,126,5139,22793,14,4.77,54.0
OnePlus Model 882,64,5584,16352,12,5.89,59.4
Sony Model 883,89,5967,29518,6,5.13,72.4
Apple Model 884,112,5335,21391,3,5.09,56.9
Samsung Model 885,107,5811,31306,16,5.8,13.9
Xiaomi Model 886,83,4772,33949,10,6.38,12.6
Samsung Model 887,77,5192,36084,4,4.83,100.8
Huawei Model 888,62,4701,36632,6,6.23,50.6
OnePlus Model 889,73,3536,11106,9,4.79,20.0
Asus Model 890,100,3549,5607,10,6.77,76.7
Nokia Model 891,73,5179,5167,3,4.73,48.2
Samsung Model 892,79,4428,31233,7,6.57,91.4
Huawei Model 893,88,4063,38006,6,6.22,58.7
Motorola Model 894,96,4890,31322,5,5.95,70.9
OnePlus Model 895,109,4318,23391,13,7.2,40.6
Motorola Model 896,84,4255,9710,9,6.41,89.1
OnePlus Model 897,132,3309,29509,8,5.71,93.2
Realme Model 898,115,5442,22321,15,5.38,76.7
Samsung Model 899,104,4689,30342,5,7.03,103.9
Samsung Model 900,114,3391,13854,9,6.19,62.3
Motorola Model 901,110,3755,38700,6,4.53,59.6
Xiaomi Model 902,142,4968,39811,14,6.66,76.1
Oppo Model 903,119,3101,14188,3,5.46,41.9
Motorola Model 904,105,4850,18232,10,6.59,67.8
Xiaomi Model 905,85,5939,13191,3,5.13,15.0
Oppo Model 906,126,4141,21234,11,5.48,51.0
Google Model 907,125,3842,33408,10,6.79,25.6
Xiaomi Model 908,72,4374,17201,11,5.79,104.6
Realme Model 909,116,5165,28570,16,6.56,8.6
Realme Model 910,135,5136,38867,5,6.3,83.6
Sony Model 911,143,5208,20289,6,6.4,77.1
Motorola Model 912,96,5103,15313,5,6.76,26.3
Realme Model 913,117,4639,20733,13,4.53,28.7
Apple Model 914,91,4556,17753,13,5.18,84.4
OnePlus Model 915,106,4472,19489,14,6.08,42.0
Samsung Model 916,134,3946,6068,8,5.29,32.3
Realme Model 917,81,4839,33647,16,5.04,90.7
Realme Model 918,112,3926,10592,6,5.12,56.7
Oppo Model 919,133,3796,10369,15,5.16,39.2
Asus Model 920,106,3849,25164,13,5.31,82.6
Realme Model 921,141,3765,10132,6,6.31,68.8
Samsung Model 922,102,5609,24466,14,6.14,50.6
Xiaomi Model 923,107,3501,20048,4,6.94,98.4
Asus Model 924,128,4091,30280,6,6.76,78.1
Sony Model 925,88,3133,22207,3,6.77,42.4
Google Model 926,96,5790,6324,11,5.48,53.3
Asus Model 927,66,5324,20791,14,5.34,22.7
Huawei Model 928,138,3197,18660,16,6.53,100.3
Apple Model 929,112,5241,20672,13,5.6,25.4
Huawei Model 930,83,4351,14500,13,5.38,11.0
Asus Model 931,103,3225,37289,14,6.03,29.6
Huawei Model 932,107,3858,3027,13,6.95,58.1
Asus Model 933,67,4111,16913,6,6.53,56.3
Nokia Model 934,60,3263,25213,16,5.81,66.5
OnePlus Model 935,136,3915,6665,12,5.49,9.0
Realme Model 936,92,5369,21802,11,4.77,77.5
Xiaomi Model 937,93,4990,21113,15,4.79,107.4
OnePlus Model 938,138,3656,17772,9,4.79,25.5
Asus Model 939,97,5237,16401,7,4.8,19.2
Apple Model 940,121,3537,36648,3,5.86,35.8
Realme Model 941,137,4399,38942,14,6.45,50.1
Realme Model 942,101,4730,26164,13,6.06,87.3
Motorola Model 943,104,3722,21615,13,6.37,79.0
Realme Model 944,139,5856,27652,6,6.12,65.4
Oppo Model 945,116,3902,32960,15,5.41,77.6
Oppo Model 946,122,4776,20401,15,6.63,17.3
Oppo Model 947,120,4555,27818,9,4.88,17.4
Nokia Model 948,62,3683,24745,9,6.46,88.6
Xiaomi Model 949,122,5068,6715,8,7.06,65.1
Google Model 950,126,5969,5598,13,6.27,84.7
Google Model 951,89,4868,30293,14,5.43,53.2
Nokia Model 952,134,5766,25829,14,4.79,105.2
Oppo Model 953,67,3439,15883,7,4.87,20.4
Nokia Model 954,65,3626,21854,13,6.62,34.3
OnePlus Model 955,130,5076,19902,16,6.89,54.6
Realme Model 956,131,5399,5219,12,6.11,31.9
Huawei Model 957,79,5517,14027,16,5.36,23.8
Asus Model 958,71,4405,9792,11,4.8,68.0
Google Model 959,106,3271,36886,8,6.8,34.6
Samsung Model 960,83,5886,10527,12,4.62,80.5
Samsung Model 961,70,5006,35889,4,4.93,64.1
Sony Model 962,110,5987,9076,6,5.76,94.4
Google Model 963,108,5507,23967,11,6.99,40.5
Apple Model 964,113,4578,6197,14,4.53,88.1
Samsung Model 965,95,3238,11449,7,5.1,35.8
Nokia Model 966,64,5588,26802,7,6.75,83.4
Huawei Model 967,85,3735,39592,5,5.56,94.9
Nokia Model 968,74,4299,7863,8,6.82,102.9
Motorola Model 969,124,3034,5574,15,6.39,75.7
OnePlus Model 970,113,3317,11068,10,7.03,76.7
Huawei Model 971,114,3426,22435,5,4.7,48.1
Realme Model 972,82,3108,24134,13,6.34,64.5
Samsung Model 973,140,4814,26160,7,7.15,107.8
Huawei Model 974,97,3636,15529,5,4.79,27.0
Oppo Model 975,144,3999,3093,12,6.36,44.2
Apple Model 976,92,3843,14196,9,5.06,69.3
Samsung Model 977,141,4638,4589,6,4.81,51.7
Motorola Model 978,125,4745,7712,10,5.6,69.8
Oppo Model 979,86,5711,24752,3,5.05,55.0
Motorola Model 980,122,5478,25969,4,5.8,69.4
Apple Model 981,67,4804,18118,5,6.03,9.9
Nokia Model 982,64,4560,25730,9,6.59,68.8
Nokia Model 983,125,5078,36801,6,5.26,69.2
Apple Model 984,83,4966,5366,6,7.05,14.9
Oppo Model 985,118,4730,12758,4,5.24,87.1
Asus Model 986,86,5393,22386,10,6.54,40.7
OnePlus Model 987,135,4926,30144,13,4.9,73.6
Huawei Model 988,88,4281,3631,9,6.21,23.3
Motorola Model 989,76,3328,29140,12,5.07,56.7
Realme Model 990,129,4068,22428,14,5.79,16.7
Apple Model 991,141,4689,18776,4,5.93,59.8
OnePlus Model 992,96,4726,17175,13,6.44,10.4
Samsung Model 993,144,3828,13922,15,5.06,85.6
Apple Model 994,144,4249,36122,3,4.91,38.7
Motorola Model 995,76,3557,36422,10,5.03,83.1
Xiaomi Model 996,86,4050,38571,11,6.89,79.6
Google Model 997,60,4671,23332,5,6.44,103.0
Asus Model 998,106,4231,12420,9,5.19,27.0
Xiaomi Model 999,137,3565,21378,14,5.94,81.7
Sony Model 1000,81,4964,14908,15,5.89,69.4
Huawei Model 1001,86,4735,8054,15,5.43,48.9
Nokia Model 1002,77,4590,19194,8,5.19,23.6
OnePlus Model 1003,85,5459,12670,3,6.19,94.4
Apple Model 1004,131,3905,9024,15,5.15,64.8
Motorola Model 1005,75,3242,4110,6,5.68,13.2
Samsung Model 1006,68,4204,9318,8,7.0,95.2
Realme Model 1007,61,6000,10629,4,6.25,66.0
Apple Model 1008,72,5063,17725,9,7.01,32.8
Asus Model 1009,125,5812,25167,16,5.9,106.6
OnePlus Model 1010,83,3018,17074,15,5.77,83.6
Sony Model 1011,143,3776,20019,7,6.94,89.6
Sony Model 1012,138,4728,12001,4,7.16,14.4
Motorola Model 1013,66,3953,3132,15,6.61,16.0
